date,day_index,borough,traveler_segment,treated_market,treatment_flag,holdout_flag,post_period,campaign_id,channel,spend,impressions,clicks,experience_bookings,gbv,contribution_margin,conversion_rate,demand_signal_score,event_pressure,intent_index,weather_favorability,available_supply
2026-05-03,2,Manhattan,culture_seekers,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,872.5912262227492,146919.6176566102,32322.315884454245,0.0,81.04663627077367,15.902098546302081,91.16148542105554,78.82122198420878,6451.038356164384
2026-05-03,2,Queens,value_explorers,1,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,1123.0893669301524,153872.08138923362,33851.8579056314,0.0,78.20595027885513,14.552731375275478,95.8673680219395,78.92419184255908,2146.591780821918
2026-05-03,2,Staten Island,outdoor_daytrip,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,130.4297259135975,19026.54278022096,4185.8394116486115,0.0,70.35456506243659,13.007599020966572,91.09047385511788,70.08962629999917,97.1917808219178
2026-05-04,3,Bronx,family_discovery,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,456.63887437056354,61734.13716473889,13581.510176242555,0.0,68.29206155857663,10.720067983143315,86.06542430021747,78.10712785283043,349.386301369863
2026-05-04,3,Brooklyn,local_creatives,1,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,984.6898299013552,132142.3362577748,29071.313976710455,0.0,73.00382653404192,10.9158674133959,89.38623009314531,77.49125738485797,5434.8794520547945
2026-05-04,3,Manhattan,culture_seekers,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,828.2541067300577,129100.1941965009,28402.0427232302,0.0,73.47266097159176,10.088892044523083,89.31530343812614,79.81966928752891,6451.038356164384
2026-05-04,3,Queens,value_explorers,1,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,1033.1377944517553,148992.2457137524,32778.29405702553,0.0,73.1338215310956,10.844490635773301,93.47033272148,80.11680837886296,2146.591780821918
2026-05-04,3,Staten Island,outdoor_daytrip,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,134.1647857746295,19678.370232357745,4329.241451118704,0.0,68.13829627827053,9.564275464000797,89.79443984428153,80.97002216325555,97.1917808219178
2026-05-05,4,Bronx,family_discovery,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,475.4735521459265,69881.48251699454,15373.9261537388,0.0,67.8470207642363,10.18430482356283,85.8072151665366,80.68015661753647,349.386301369863
2026-05-05,4,Brooklyn,local_creatives,1,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,999.7693038875243,141413.51400331332,31110.97308072893,0.0,72.76714084943787,10.358055004932407,89.37952728160316,79.81633338018962,5434.8794520547945
2026-05-05,4,Manhattan,culture_seekers,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,826.1941096738502,129586.72030834793,28509.078467836545,0.0,74.84947053833633,10.561124137738366,91.22572475271538,82.23564126204361,6451.038356164384
2026-05-05,4,Queens,value_explorers,1,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,1038.038187356308,156314.82261169428,34389.260974572746,0.0,72.9451990520766,10.645279012778374,93.09255650623828,80.3897685054215,2146.591780821918
2026-05-05,4,Staten Island,outdoor_daytrip,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,110.15811826500577,14643.678878588538,3221.6093532894783,0.0,68.35095865351994,10.677776857320538,87.09861956413276,77.54334999570402,97.1917808219178
2026-05-06,5,Bronx,family_discovery,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,457.7830415135547,62365.7512886016,13720.46528349235,0.0,69.17622204301425,11.144664167594309,85.57614883289565,80.4685357030699,349.386301369863
2026-05-06,5,Brooklyn,local_creatives,1,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,1045.8958799032393,146683.65335713146,32270.403738568923,0.0,72.63233855179662,10.404161232664173,88.63646520593814,81.30623593074026,5434.8794520547945
2026-05-06,5,Manhattan,culture_seekers,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,808.0361548800861,133290.15440965586,29323.83397012429,0.0,75.66686804427648,11.561905619305712,90.47184205408158,80.63282329264244,6451.038356164384
2026-05-06,5,Queens,value_explorers,1,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,1040.1049176851316,152188.95858155127,33481.57088794128,0.0,71.69019917115808,9.544827708842222,92.40769960003918,81.39901881528905,2146.591780821918
2026-05-06,5,Staten Island,outdoor_daytrip,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,121.95960471526799,16999.51829431216,3739.8940247486757,0.0,64.13558040417007,8.777604149870987,82.92812924977775,80.07776625225354,97.1917808219178
2026-05-07,6,Bronx,family_discovery,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,454.79991668603304,64583.556777026446,14208.382490945818,0.0,68.38089167666519,10.65544481287557,87.10905844279154,77.8561909874293,349.386301369863
2026-05-07,6,Brooklyn,local_creatives,1,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,1013.5418209766956,151420.7720768864,33312.56985691501,0.0,73.93138313477218,10.828425254775567,90.49374637577368,81.70923808671506,5434.8794520547945
2026-05-07,6,Manhattan,culture_seekers,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,825.7873441907898,134369.03600459613,29561.187921011147,0.0,74.90006411284432,11.102088422321664,88.518030381523,81.85759493636091,6451.038356164384
2026-05-07,6,Queens,value_explorers,1,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,1032.6499331918606,144191.16179714637,31722.055595372203,0.0,72.93013844544384,11.07639274041577,92.57980042295574,79.38835142049913,2146.591780821918
2026-05-07,6,Staten Island,outdoor_daytrip,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,129.1581798643294,18254.517329648294,4015.9938125226245,0.0,67.14214926688933,10.783317036563103,83.16455149532683,83.85619659876232,97.1917808219178
2026-05-08,7,Bronx,family_discovery,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,508.3184964855405,69109.00771107573,15203.98169643666,0.0,68.71307169351437,11.246084402287194,83.40963815833769,81.37435672046914,349.386301369863
2026-05-08,7,Brooklyn,local_creatives,1,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,1028.5059870392354,149262.39121435862,32837.726067158896,0.0,72.1318494010125,10.233076771955085,87.61200483789956,81.5183747616831,5434.8794520547945
2026-05-08,7,Manhattan,culture_seekers,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,827.3951522240374,125944.87145355427,27707.87171978194,0.0,74.77644724810095,11.010028421391848,89.51007291127539,81.6908459022409,6451.038356164384
2026-05-08,7,Queens,value_explorers,1,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,1074.179080938427,153933.80189022998,33865.4364158506,0.0,71.972271002705,10.369874340692368,91.0965832222521,81.9943952745665,2146.591780821918
2026-05-08,7,Staten Island,outdoor_daytrip,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,113.78010440990685,16521.996255089656,3634.8391761197245,0.0,70.00810323100404,10.407314423071607,90.98525876324486,82.4692701572661,97.1917808219178
2026-05-09,8,Bronx,family_discovery,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,559.5719488901804,81795.09822071769,17994.921608557892,0.0,76.6491618245251,15.787789703536678,89.21890935510378,81.25298489371751,349.386301369863
2026-05-09,8,Brooklyn,local_creatives,1,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,1240.6475385761269,175282.13304176924,38562.06926918923,0.0,81.6306737538184,16.346430556563917,91.38944970095615,83.95242176675505,5434.8794520547945
2026-05-09,8,Manhattan,culture_seekers,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,939.1513664885935,150032.48206794358,33007.14605494759,0.0,82.20072613533955,15.904717515529892,93.76910578006971,80.08198945019893,6451.038356164384
2026-05-09,8,Queens,value_explorers,1,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,1164.061819437446,169669.24383405485,37327.233643492065,0.0,81.52999355007434,16.234138703151892,95.63629771305976,82.81327788914267,2146.591780821918
2026-05-09,8,Staten Island,outdoor_daytrip,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,137.03606471525066,19916.70653704413,4381.6754381497085,0.0,76.54843277975668,13.984966207433951,94.95547582080619,87.0815373288398,97.1917808219178
2026-05-10,9,Bronx,family_discovery,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,588.6520635123385,82021.1627328515,18044.65580122733,0.0,78.51554826539991,15.740617459518443,92.51158009311449,86.10869985996382,349.386301369863
2026-05-10,9,Brooklyn,local_creatives,1,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,1155.705301009364,161952.09519628077,35629.46094318177,0.0,81.07019383280883,15.376825482374183,93.56649521723742,82.50081416086073,5434.8794520547945
2026-05-10,9,Manhattan,culture_seekers,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,960.3764624180761,154606.3047417832,34013.387043192306,0.0,82.21905562058407,15.842249312682503,93.53725926996641,81.01528130837829,6451.038356164384
2026-05-10,9,Queens,value_explorers,1,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,1224.5029544155009,174982.1054273763,38496.06319402278,0.0,82.1462886288896,16.944422769316592,96.56355015561287,81.19557898015283,2146.591780821918
2026-05-10,9,Staten Island,outdoor_daytrip,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,147.98425558910668,20775.989172863545,4570.71761802998,0.0,73.54125665905846,13.894766678333852,91.33346494646676,78.14199046348752,97.1917808219178
2026-05-11,10,Bronx,family_discovery,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,469.7578264167625,65180.66849540077,14339.74706898817,0.0,69.38301455561913,10.502643716386471,86.48443955250369,84.88571014500765,349.386301369863
2026-05-11,10,Brooklyn,local_creatives,1,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,1047.4458669342596,147251.39269811107,32395.306393584437,0.0,73.375885727287,10.868236335970128,89.37292322963837,80.03864816327815,5434.8794520547945
2026-05-11,10,Manhattan,culture_seekers,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,853.2485928705233,135587.96936161732,29829.35325955581,0.0,74.28514235544911,10.997562760152151,87.70954282598422,81.77339086197368,6451.038356164384
2026-05-11,10,Queens,value_explorers,1,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,1094.8122861358806,164239.2208091273,36132.62857800801,0.0,73.6684969664206,10.560572579427667,94.9643054722272,80.59622231067482,2146.591780821918
2026-05-11,10,Staten Island,outdoor_daytrip,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,130.1420201750363,17464.02681225643,3842.0858986964145,0.0,69.25501078804764,10.811593824724643,87.76461798612971,79.69644543639698,97.1917808219178
2026-05-12,11,Bronx,family_discovery,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,502.311921874569,69921.45497147748,15382.720093725045,0.0,69.69100019442484,11.21098418845154,85.47998737577842,84.44100354218757,349.386301369863
2026-05-12,11,Brooklyn,local_creatives,1,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,1081.1968794944387,145228.54294175067,31950.27944718515,0.0,72.62274256131822,10.102110028791866,89.79082997849261,81.0500767201873,5434.8794520547945
2026-05-12,11,Manhattan,culture_seekers,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,869.4920855858148,133426.70341449397,29353.874751188672,0.0,74.44859029065036,10.66256222794561,89.45462608266502,82.90342874685591,6451.038356164384
2026-05-12,11,Queens,value_explorers,1,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,1065.5378054993673,149552.84927277808,32901.62684001118,0.0,72.12213393982107,10.244822259407831,92.27696972311529,81.3980220141705,2146.591780821918
2026-05-12,11,Staten Island,outdoor_daytrip,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,120.79248082033719,16527.249084571384,3635.9947986057045,0.0,67.56679623553244,10.028425780956205,87.1211638047607,80.14062011996525,97.1917808219178
2026-05-13,12,Bronx,family_discovery,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,519.0718483574123,68845.13102751761,15145.928826053874,0.0,68.46646613730606,10.444579089125643,85.17875879566449,82.92560663632328,349.386301369863
2026-05-13,12,Brooklyn,local_creatives,1,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,1119.668160711718,148050.04379596811,32571.009635112987,0.0,73.04512364693856,10.122020170979848,88.77596146946831,84.9280130180456,5434.8794520547945
2026-05-13,12,Manhattan,culture_seekers,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,917.696147779741,138114.29914934872,30385.145812856717,0.0,73.51014828556784,10.158914893154268,89.42297703548748,80.14166894520491,6451.038356164384
2026-05-13,12,Queens,value_explorers,1,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,1119.066874450604,160594.14470728516,35330.711835602735,0.0,73.08018437908798,10.573402121265085,92.10007268031819,83.29660420847698,2146.591780821918
2026-05-13,12,Staten Island,outdoor_daytrip,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,144.15304758479877,19910.009726769433,4380.202139889275,0.0,70.7196872906913,10.820824850757798,90.72461348747836,83.7967500950791,97.1917808219178
2026-05-14,13,Bronx,family_discovery,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,533.7859731409551,73762.6822783045,16227.790101226992,0.0,68.953830343411,10.302984355068599,85.59356006701469,84.71207408544754,349.386301369863
2026-05-14,13,Brooklyn,local_creatives,1,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,1065.39754426311,151812.91041538992,33398.840291385786,0.0,73.21824889894715,10.526371756333257,89.40345936962021,81.67693701928123,5434.8794520547945
2026-05-14,13,Manhattan,culture_seekers,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,881.5823338089522,140402.45410794407,30888.539903747696,0.0,75.07058070758143,10.534902932220076,91.69548697122718,82.35178459924927,6451.038356164384
2026-05-14,13,Queens,value_explorers,1,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,1092.0067410207403,156997.90108277384,34539.53823821025,0.0,73.6944385180866,11.950585795313637,89.98629612635975,81.95128778576779,2146.591780821918
2026-05-14,13,Staten Island,outdoor_daytrip,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,117.78589418499968,16132.56778104979,3549.1649118309538,0.0,65.14933595962108,8.501196524646051,84.70015055195552,84.20134838676412,97.1917808219178
2026-05-15,14,Bronx,family_discovery,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,522.0944969136809,73605.89039148479,16193.295886126654,0.0,68.0413176796199,10.499232937191955,84.22159851292767,80.81856466490494,349.386301369863
2026-05-15,14,Brooklyn,local_creatives,1,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,1074.8184165286764,161043.18812222462,35429.50138688942,0.0,72.77986689882647,10.714498795686609,87.55855759067016,82.69242487727934,5434.8794520547945
2026-05-15,14,Manhattan,culture_seekers,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,839.392651667097,134208.4327263267,29525.855199791873,0.0,74.13591709515542,10.812983514471897,88.00074460275127,80.79624973566249,6451.038356164384
2026-05-15,14,Queens,value_explorers,1,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,1153.6776780766486,163477.97535685357,35965.15457850778,0.0,73.12325714434948,10.644553784860843,91.26462103468542,84.44471364410242,2146.591780821918
2026-05-15,14,Staten Island,outdoor_daytrip,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,138.71188674396646,18877.500286707378,4153.050063075623,0.0,66.98751770594004,9.515021935108539,88.86869779798417,78.92012522451623,97.1917808219178
2026-05-16,15,Bronx,family_discovery,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,559.6041639979948,80994.20823775213,17818.725812305467,0.0,76.45529758773921,15.922953531809673,89.75096228009956,80.48933889994194,349.386301369863
2026-05-16,15,Brooklyn,local_creatives,1,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,1226.9316446070966,171557.14414776,37742.571712507204,0.0,81.43591315146806,15.82483849244738,93.21596067103063,82.80518451137554,5434.8794520547945
2026-05-16,15,Manhattan,culture_seekers,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,981.6217685783095,161094.4000576141,35440.76801267511,0.0,81.19160478056254,14.728187255510557,94.38574870954746,81.56179315877378,6451.038356164384
2026-05-16,15,Queens,value_explorers,1,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,1287.269931671003,181835.2687846828,40003.75913263021,0.0,80.0448831755426,15.339098165040136,96.18127025811798,82.04918870073493,2146.591780821918
2026-05-16,15,Staten Island,outdoor_daytrip,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,152.48458211219,21277.469091507865,4681.04320013173,0.0,75.82857253465956,14.597620457773598,90.22398879235759,85.9116234699658,97.1917808219178
2026-05-17,16,Bronx,family_discovery,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,583.0507536850815,84795.50739237684,18655.011626322903,0.0,76.99621751461697,15.518113073700212,90.92671855882278,83.09042613317645,349.386301369863
2026-05-17,16,Brooklyn,local_creatives,1,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,1210.344650683016,172263.91278668607,37898.06081307094,0.0,81.90286971147702,15.809066789437015,93.66567868689845,83.97018921958464,5434.8794520547945
2026-05-17,16,Manhattan,culture_seekers,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,1019.7098431275209,160968.23429325756,35413.01154451666,0.0,81.0903326527877,14.956250962155067,92.61766850649795,82.74988634158885,6451.038356164384
2026-05-17,16,Queens,value_explorers,1,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,1286.8116515302052,184056.5266176359,40492.43585587989,0.0,80.88840470361818,15.801620654052632,96.91656402413481,81.40154705843297,2146.591780821918
2026-05-17,16,Staten Island,outdoor_daytrip,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,150.56164572632466,21648.760952585406,4762.727409568789,0.0,77.5563230753902,14.623519631199065,95.54007921576108,82.75388065393,97.1917808219178
2026-05-18,17,Bronx,family_discovery,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,540.4385436426464,75570.14173019625,16625.431180643176,0.0,68.60737002526827,10.59154366366521,85.13435649465605,81.44157050844748,349.386301369863
2026-05-18,17,Brooklyn,local_creatives,1,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,1094.130690001895,151742.5301777812,33383.356639111866,0.0,72.16833999092539,10.264670498941765,88.3520373215667,80.18741242774736,5434.8794520547945
2026-05-18,17,Manhattan,culture_seekers,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,875.7593051575865,139612.12644766105,30714.66781848543,0.0,73.43594310211952,10.487255057627372,88.18339298568108,80.19764561972798,6451.038356164384
2026-05-18,17,Queens,value_explorers,1,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,1151.0877467496127,165141.98109325668,36331.23584051647,0.0,73.25869191360725,10.887072864654408,93.15245358168715,80.45043369923575,2146.591780821918
2026-05-18,17,Staten Island,outdoor_daytrip,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,125.60050604444302,17187.905660977543,3781.3392454150594,0.0,69.16288548280787,10.313371605231131,88.00662308921392,82.57377611029918,97.1917808219178
2026-05-19,18,Bronx,family_discovery,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,525.6131360772266,71152.71110909696,15653.59644400133,0.0,67.7129018603119,10.240964601933522,84.49532178605662,82.01799918719277,349.386301369863
2026-05-19,18,Brooklyn,local_creatives,1,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,1103.0405468373574,148009.0546827752,32561.992030210542,0.0,73.30189672298087,10.907266754497108,87.77257836246054,81.48140901228616,5434.8794520547945
2026-05-19,18,Manhattan,culture_seekers,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,857.7030536194419,137864.00634467296,30330.081395828052,0.0,74.94545392169555,11.427200341438557,88.17544485541788,82.23046019357969,6451.038356164384
2026-05-19,18,Queens,value_explorers,1,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,1097.5845236360024,155005.13514495103,34101.129731889225,0.0,72.61646540161762,10.571043853708213,92.44005828294301,80.89566383014557,2146.591780821918
2026-05-19,18,Staten Island,outdoor_daytrip,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,131.59807182632005,17772.8863348872,3910.034993675184,0.0,67.861795605677,9.545977244558184,86.72588737264891,86.80798079692083,97.1917808219178
2026-05-20,19,Bronx,family_discovery,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,498.9444708449881,66885.09473026876,14714.720840659127,0.0,66.93724487809948,9.514217807405606,85.12423475865282,80.61502150130383,349.386301369863
2026-05-20,19,Brooklyn,local_creatives,1,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,1122.4062779878302,159355.10487780411,35058.123073116905,0.0,73.88491758809324,11.097282545126706,88.73498052870235,82.0950526754466,5434.8794520547945
2026-05-20,19,Manhattan,culture_seekers,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,860.2750772469929,137188.0039011227,30181.360858246993,0.0,74.8849510282977,10.718662240083331,90.34798154482624,81.38299282431811,6451.038356164384
2026-05-20,19,Queens,value_explorers,1,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,1106.5989235881677,162724.15944982888,35799.315078962354,0.0,70.9334536446939,9.359239481896541,92.11133896810011,81.09735878419143,2146.591780821918
2026-05-20,19,Staten Island,outdoor_daytrip,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,135.51891897326243,18622.97895424736,4097.055369934419,0.0,69.27815144178903,10.905974448078258,87.51129817200851,83.27087621935144,97.1917808219178
2026-05-21,20,Bronx,family_discovery,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,520.6506397434713,76890.37075447658,16915.881565984848,0.0,69.26208136949812,10.983140192125294,86.92671983837377,79.4121305810741,349.386301369863
2026-05-21,20,Brooklyn,local_creatives,1,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,1163.5292003613442,160917.96039398268,35401.95128667619,0.0,72.06471425752677,10.28761996458232,88.20002602067638,79.34050371900571,5434.8794520547945
2026-05-21,20,Manhattan,culture_seekers,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,878.8156460676439,140324.28331010632,30871.34232822339,0.0,73.40970846496292,10.281090640921468,88.07732752648414,80.42830345777112,6451.038356164384
2026-05-21,20,Queens,value_explorers,1,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,1132.3145838265043,162270.25136115545,35699.455299454195,0.0,72.77392672417719,10.542891939497752,92.7833133621803,80.63295990987513,2146.591780821918
2026-05-21,20,Staten Island,outdoor_daytrip,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,131.03702919348407,18217.09201047802,4007.7602423051644,0.0,67.57807336252313,10.04104495166008,87.2395237208514,83.41973541209101,97.1917808219178
2026-05-22,21,Bronx,family_discovery,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,538.1102086519843,72913.69801354888,16041.013562980756,0.0,68.44558616298836,10.680360321906306,85.68041978041364,77.97890183457821,349.386301369863
2026-05-22,21,Brooklyn,local_creatives,1,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,1116.4739765497905,163941.1094599683,36067.04408119303,0.0,73.98973427293006,10.877414705012809,90.17798801051951,80.6210104310287,5434.8794520547945
2026-05-22,21,Manhattan,culture_seekers,0,0,1,0,HOLDOUT_OR_PRE,none,0.0,0.0,0.0,884.0134654527578,144803.9286358477,31856.864299886493,0.0,74.18008497092258,11.015869477432814,89.10779372776068,80.32455284738164,6451.038356164384
