date,day_index,borough,neighbourhood,traveler_segment,experience_category,listing_count,available_supply,avg_price,review_velocity,event_pressure,intent_index,weather_favorability,poi_density,weekend,holiday,treated_market,post_period,demand_signal_score,experience_bookings_proxy
2026-05-01,0,Brooklyn,Brownsville,local_creatives,local_creative_food,61,20.276712328767125,76.45901639344262,1.5006557377049181,7.461052296981146,90.7770513868955,83.27518951751276,55.13113303217297,0,0,1,0,68.779547866577,36.04209892080394
2026-05-01,0,Brooklyn,Bushwick,local_creatives,local_creative_food,2458,642.7753424657534,83.12978030919447,1.070272579332791,12.03602358318999,96.63525065016846,59.513806728507234,86.33843622932108,0,0,1,0,78.03781579811212,28.732946380069603
2026-05-01,0,Brooklyn,Canarsie,local_creatives,local_creative_food,147,90.16164383561645,104.36734693877551,1.9713605442176871,9.961606849550787,96.69995732070205,75.44384988302663,64.2388313870276,0,0,1,0,74.23352987819506,31.390715444815218
2026-05-01,0,Brooklyn,Carroll Gardens,local_creatives,local_creative_food,231,44.75890410958905,167.93506493506493,0.9212554112554112,9.603412907403278,81.46453721212113,63.17271341672285,57.075404708703466,0,0,1,0,64.56647778358176,23.495125201768936
2026-05-01,0,Brooklyn,Clinton Hill,local_creatives,local_creative_food,565,144.7095890410959,143.84070796460176,0.8191327433628318,15.419824783949707,91.80556665555929,84.43209306254217,70.05016430967204,0,0,1,0,82.30318078382572,20.829069115844106
2026-05-01,0,Brooklyn,Cobble Hill,local_creatives,local_creative_food,97,16.654794520547945,187.94845360824743,1.0928865979381444,7.58720809441907,81.14503500791585,93.59793483383902,47.97916059113761,0,0,1,0,66.2001914557897,25.851952034462254
2026-05-01,0,Brooklyn,Columbia St,local_creatives,local_creative_food,41,7.493150684931507,140.58536585365854,0.8614634146341463,7.742682054782434,83.17792718670736,79.64978470320462,43.01247497391795,0,0,1,0,63.32307901925014,17.94166606738154
2026-05-01,0,Brooklyn,Crown Heights,local_creatives,local_creative_food,1559,408.6712328767123,107.771007055805,1.0005644644002567,9.363030761426524,100.0,72.93030913163146,76.26954684712325,0,0,1,0,76.5437596475341,24.950088718654328
2026-05-01,0,Brooklyn,Cypress Hills,local_creatives,local_creative_food,133,61.328767123287676,87.23308270676692,1.8807518796992482,11.431469794305299,100.0,77.85010988294522,58.606004895118666,0,0,1,0,76.5805601984944,30.88283899585689
2026-05-01,0,Brooklyn,DUMBO,local_creatives,local_creative_food,36,11.290410958904111,196.30555555555554,0.9180555555555555,13.265004354267063,79.03525173646194,73.28275912768781,46.923416054037574,0,0,1,0,68.28482858694058,19.892223936223573
2026-05-01,0,Brooklyn,Downtown Brooklyn,local_creatives,local_creative_food,83,8.978082191780821,150.34939759036143,0.6544578313253012,13.83938997998998,79.45001010816966,66.7744247205937,44.404714392607154,0,0,1,0,67.34256883548701,25.13182477605735
2026-05-01,0,Brooklyn,East Flatbush,local_creatives,local_creative_food,499,247.37808219178083,89.40080160320642,1.4447695390781565,15.309164301958242,98.28644981450968,73.5046784052698,76.77725005476853,0,0,1,0,83.59309850453386,25.773797879717876
2026-05-01,0,Brooklyn,East New York,local_creatives,local_creative_food,218,111.4109589041096,85.42660550458716,1.7491743119266054,8.763182452610433,100.0,73.41333599148099,63.481158101468225,0,0,1,0,73.33287688435288,29.506838090764298
2026-05-01,0,Brooklyn,Flatbush,local_creatives,local_creative_food,618,158.75342465753425,87.96763754045307,0.8927184466019418,11.843936371997334,100.0,77.29485622957168,75.42870262726879,0,0,1,0,80.34963223636477,18.225374986745233
2026-05-01,0,Brooklyn,Flatlands,local_creatives,local_creative_food,82,43.85205479452055,107.2439024390244,1.295731707317073,10.878203995174704,82.46089424571026,66.81967249096868,51.25695600245438,0,0,1,0,66.07439367865159,22.285881719123132
2026-05-01,0,Brooklyn,Fort Greene,local_creatives,local_creative_food,486,119.68493150684932,146.1378600823045,0.8318106995884773,13.289756355890033,82.43634403228268,76.81522891511305,68.75769937440899,0,0,1,0,74.57950151406588,23.908585588507744
2026-05-01,0,Brooklyn,Fort Hamilton,local_creatives,local_creative_food,55,22.753424657534246,93.81818181818181,0.6907272727272727,13.506894563261511,79.91206447926609,87.26936183389965,50.61014249961674,0,0,1,0,72.42874163852329,14.818102807340818
2026-05-01,0,Brooklyn,Gowanus,local_creatives,local_creative_food,245,81.04383561643834,150.57551020408164,1.183918367346939,10.440352957798751,93.23219553145802,77.98276384198739,60.2104315344578,0,0,1,0,73.32034870854778,26.349300673084095
2026-05-01,0,Brooklyn,Gravesend,local_creatives,local_creative_food,68,24.254794520547946,79.01470588235294,0.9002941176470588,11.570570825347263,95.93325464414637,91.58493386461107,49.693985139140054,0,0,1,0,76.29563645788554,18.755139008771543
2026-05-01,0,Brooklyn,Greenpoint,local_creatives,local_creative_food,1112,241.15616438356165,135.3435251798561,0.7051708633093525,7.341394995407493,89.4902158447617,79.09501700308043,82.95674364503284,0,0,1,0,72.90867141954861,23.76947460932702
2026-05-01,0,Brooklyn,Kensington,local_creatives,local_creative_food,175,40.24931506849315,92.88571428571429,0.8313142857142857,9.364633899830508,72.0078051090598,75.26884960999844,57.28469830790511,0,0,1,0,63.41923374653978,20.044208561364446
2026-05-01,0,Brooklyn,Midwood,local_creatives,local_creative_food,109,29.21095890410959,80.33944954128441,0.6944954128440367,8.80784805458103,79.81775259471783,62.50834984350466,51.43614231056779,0,0,1,0,61.73492190719202,28.174392848242736
2026-05-01,0,Brooklyn,Park Slope,local_creatives,local_creative_food,500,121.06301369863014,163.676,0.8629,7.781443546814923,84.41471947513044,91.26548520092823,82.5697235867254,0,0,1,0,74.03899800734503,20.86675178795323
2026-05-01,0,Brooklyn,Prospect Heights,local_creatives,local_creative_food,350,73.78630136986301,140.2057142857143,0.9610571428571428,9.079377608029924,92.5368017695016,90.39975812960245,58.79964769747984,0,0,1,0,73.57698379477942,24.2897044294863
2026-05-01,0,Brooklyn,Prospect-Lefferts Gardens,local_creatives,local_creative_food,530,136.82739726027398,98.98113207547169,1.1356037735849056,12.94334394015436,97.84500570112883,73.56092840451691,70.93756633311328,0,0,1,0,79.32463086811408,22.40953301892513
2026-05-01,0,Brooklyn,Red Hook,local_creatives,local_creative_food,79,20.82191780821918,143.45569620253164,1.1774683544303797,10.404565640063337,84.0201631909827,78.42753609136776,52.21693083678886,0,0,1,0,68.54165755255444,24.45198082964524
2026-05-01,0,Brooklyn,Sheepshead Bay,local_creatives,local_creative_food,162,71.06849315068493,89.79629629629629,1.3670987654320987,13.531789544549572,93.12504927258954,79.38422824155134,61.05637319757233,0,0,1,0,77.59662446391803,26.21837829824273
2026-05-01,0,Brooklyn,South Slope,local_creatives,local_creative_food,284,65.17260273972603,146.72535211267606,1.0623591549295774,9.19610491614288,92.72037897447647,75.79188418704979,74.24507585814024,0,0,1,0,73.95465579528337,31.74976039014354
2026-05-01,0,Brooklyn,Sunset Park,local_creatives,local_creative_food,387,111.94794520547946,101.5142118863049,1.0257105943152454,11.964616381391252,87.38131813393662,67.67088519849037,73.41361986896491,0,0,1,0,73.75613283710794,27.13969767398034
2026-05-01,0,Brooklyn,Vinegar Hill,local_creatives,local_creative_food,34,7.408219178082192,187.1764705882353,0.6344117647058823,12.200358508479027,62.86689302196239,83.98968482682315,48.81581390626217,0,0,1,0,63.81496043990268,11.299615564457387
2026-05-01,0,Brooklyn,Williamsburg,local_creatives,local_creative_food,3904,796.8794520547946,138.57633196721312,0.8893698770491804,9.821187981375127,100.0,76.98991136120766,88.26143281724987,0,0,1,0,80.32675381241042,31.511045130950958
2026-05-01,0,Brooklyn,Windsor Terrace,local_creatives,local_creative_food,157,35.221917808219175,138.9936305732484,0.9860509554140128,9.370056554482787,87.45252200892222,88.34211275830296,45.29672153351751,0,0,1,0,69.04872025459036,22.12879168435427
2026-05-01,0,Manhattan,Battery Park City,culture_seekers,culture_food_nightlife,67,17.243835616438357,201.47761194029852,0.3629850746268657,11.441281053431117,74.78829062070045,73.59486032378739,45.94868221667063,0,0,0,0,64.38621154212566,16.874385647399684
2026-05-01,0,Manhattan,Chelsea,culture_seekers,culture_food_nightlife,1084,334.35068493150686,212.74169741697418,0.9466420664206643,15.318375535410462,87.17088776322336,83.48080108394322,76.58991650127946,0,0,0,0,81.67192365343578,28.295844945973606
2026-05-01,0,Manhattan,Chinatown,culture_seekers,culture_food_nightlife,365,88.95616438356164,153.78630136986303,1.2034520547945204,8.367753723240128,92.19719255527322,86.97053373194937,70.45432096856312,0,0,0,0,74.21368048849828,34.26476286020004
2026-05-01,0,Manhattan,Civic Center,culture_seekers,culture_food_nightlife,51,9.536986301369863,177.07843137254903,0.45627450980392154,12.943529722444234,75.54158909509364,90.52165318370004,47.31716610218604,0,0,0,0,70.18673219351528,18.815879941363892
2026-05-01,0,Manhattan,East Harlem,culture_seekers,culture_food_nightlife,1113,301.7698630136986,120.56064690026955,1.41848158131177,10.25857261616323,100.0,70.9907863879555,82.09974752276449,0,0,0,0,78.44132255234804,27.681775419496383
2026-05-01,0,Manhattan,East Village,culture_seekers,culture_food_nightlife,1835,371.22739726027396,171.37057220708448,0.9044904632152588,12.955875856044154,97.46361700964312,85.94015372209626,85.64157709554897,0,0,0,0,84.62345693695933,37.06454204985059
2026-05-01,0,Manhattan,Financial District,culture_seekers,culture_food_nightlife,738,388.8794520547945,215.74525745257452,1.01789972899729,12.826936727846611,85.89412333676182,76.0345515911721,69.75965251815455,0,0,0,0,75.25545489954024,25.885972225357825
2026-05-01,0,Manhattan,Flatiron District,culture_seekers,culture_food_nightlife,74,23.756164383561643,258.1621621621622,0.9237837837837838,13.778071083191804,85.44212516496874,70.97873354572774,44.802523556065196,0,0,0,0,70.2835840820874,20.473862982384244
2026-05-01,0,Manhattan,Gramercy,culture_seekers,culture_food_nightlife,329,81.53972602739726,188.5744680851064,0.8689969604863221,7.958599626547181,84.8018149007104,79.06625274676766,71.81308203457151,0,0,0,0,69.80475170470045,26.78429953616991
2026-05-01,0,Manhattan,Greenwich Village,culture_seekers,culture_food_nightlife,379,83.60547945205478,206.08707124010553,0.7267810026385224,5.27177622850475,89.3687715768666,77.14644556021832,70.11710241597467,0,0,0,0,67.32149993277285,30.099600505874303
2026-05-01,0,Manhattan,Harlem,culture_seekers,culture_food_nightlife,2644,768.4630136986301,111.38880484114978,1.1155673222390317,5.841904307988143,100.0,81.29742755670455,79.59745950081583,0,0,0,0,74.48135779648925,38.46961380300349
2026-05-01,0,Manhattan,Hell's Kitchen,culture_seekers,culture_food_nightlife,1935,729.5863013698631,191.21136950904392,1.4470904392764858,11.920891531751646,100.0,72.00262768218334,86.37046817039355,0,0,0,0,81.57573358520494,38.555747541677604
2026-05-01,0,Manhattan,Inwood,culture_seekers,culture_food_nightlife,252,68.03835616438356,88.89682539682539,0.7640873015873016,11.582195050342921,87.28956573817794,78.73292288861151,61.34712433959016,0,0,0,0,73.04510126693127,22.12275215791956
2026-05-01,0,Manhattan,Kips Bay,culture_seekers,culture_food_nightlife,462,154.3150684931507,184.37878787878788,0.7714935064935065,10.618693668869103,91.55359577169314,84.56877094964007,66.00539915886247,0,0,0,0,75.43195962787948,24.085093092928442
2026-05-01,0,Manhattan,Little Italy,culture_seekers,culture_food_nightlife,119,33.26301369863014,173.28571428571428,1.045294117647059,14.703638869147433,81.4431613322653,69.99217683603514,58.89665045236318,0,0,0,0,72.6624205104068,26.10236893146389
2026-05-01,0,Manhattan,Lower East Side,culture_seekers,culture_food_nightlife,904,238.84109589041097,159.02433628318585,1.015475663716814,11.028565138901648,100.0,83.42452883488993,79.63869476085958,0,0,0,0,81.39835114277697,30.76407614613066
2026-05-01,0,Manhattan,Midtown,culture_seekers,culture_food_nightlife,1493,633.8794520547946,252.11319490957803,0.8256865371734762,16.81913275086521,95.12866277684272,60.5419986378256,87.19992873730344,0,0,0,0,83.86733338550229,26.702331670638795
2026-05-01,0,Manhattan,Morningside Heights,culture_seekers,culture_food_nightlife,345,39.81369863013699,111.6376811594203,0.724231884057971,11.269701110857582,94.85701262490967,63.7521006458863,62.61136011909497,0,0,0,0,72.55977296028662,16.928059649161526
2026-05-01,0,Manhattan,Murray Hill,culture_seekers,culture_food_nightlife,476,224.47123287671232,207.75420168067228,0.6385504201680672,9.01465927493644,90.13753473731917,80.76367971685987,71.61274513530928,0,0,0,0,73.29174622216608,17.959889298440093
2026-05-01,0,Manhattan,NoHo,culture_seekers,culture_food_nightlife,77,21.44109589041096,276.24675324675326,0.6242857142857143,4.22474140841839,77.84206346218038,72.79596870525103,51.04792252707277,0,0,0,0,57.294427218750876,20.87222669923957
2026-05-01,0,Manhattan,Nolita,culture_seekers,culture_food_nightlife,249,46.66575342465754,193.71485943775102,0.8834939759036144,11.345603580146705,92.0990007217233,78.40386796727826,66.81340708316608,0,0,0,0,75.46010973787541,20.813641509336122
2026-05-01,0,Manhattan,Roosevelt Island,culture_seekers,culture_food_nightlife,76,15.07123287671233,96.32894736842105,0.9136842105263158,10.550971465421354,82.79425848953059,83.13440477769706,52.51928410778487,0,0,0,0,69.29744258020878,22.42555897270003
2026-05-01,0,Manhattan,SoHo,culture_seekers,culture_food_nightlife,336,95.05479452054794,228.13988095238096,0.9313690476190476,10.335403020211553,89.13490910564826,83.20632931055029,59.40850488895464,0,0,0,0,72.63943880214232,19.72531185971042
2026-05-01,0,Manhattan,Stuyvesant Town,culture_seekers,culture_food_nightlife,36,6.6000000000000005,132.13888888888889,0.7183333333333333,7.294536506392948,60.84126000918898,71.1440614531163,50.49599681270898,0,0,0,0,54.74062328937238,15.43988413906904
2026-05-01,0,Manhattan,Theater District,culture_seekers,culture_food_nightlife,279,155.54246575342466,214.2293906810036,1.3325448028673834,11.49447520485463,100.0,87.19166603249924,65.43655468961869,0,0,0,0,79.89373815049188,32.9790707907244
2026-05-01,0,Manhattan,Tribeca,culture_seekers,culture_food_nightlife,155,50.80273972602739,292.4,0.5656129032258065,10.230316646085273,75.38965890263434,71.81497415676783,49.52655801498577,0,0,0,0,63.44258285787933,16.12193583262045
2026-05-01,0,Manhattan,Two Bridges,culture_seekers,culture_food_nightlife,72,17.01095890410959,127.06944444444444,1.9962499999999999,9.104958279813927,100.0,90.33633562368559,43.08540890882736,0,0,0,0,73.06554675627001,30.412688196484847
2026-05-01,0,Manhattan,Upper East Side,culture_seekers,culture_food_nightlife,1773,543.2301369863014,167.22109419063733,0.850253807106599,8.398640152106164,100.0,75.5214837688559,75.0053061624356,0,0,0,0,75.60365817639101,32.9581949117353
2026-05-01,0,Manhattan,Upper West Side,culture_seekers,culture_food_nightlife,1928,500.7835616438357,170.25933609958506,0.7671473029045642,9.487498217978173,93.69320760127533,68.01215768404019,80.46568000940134,0,0,0,0,74.34756297160739,30.54301122473337
2026-05-01,0,Manhattan,Washington Heights,culture_seekers,culture_food_nightlife,898,243.45479452054795,88.59688195991092,0.9762138084632517,10.526889147658986,97.75637924171247,79.46555180578845,81.49419393235725,0,0,0,0,79.56529331680224,26.84241496766336
2026-05-01,0,Manhattan,West Village,culture_seekers,culture_food_nightlife,738,163.84383561643835,224.8970189701897,0.7543631436314363,7.307855457885671,97.93477254084486,73.91827159757968,78.90605106684332,0,0,0,0,73.97685424453739,27.384307364625975
2026-05-01,0,Queens,Arverne,value_explorers,multicultural_food,76,38.81369863013698,154.30263157894737,1.5353947368421053,10.672156174491638,92.65888885281399,92.1782774553681,62.40217091289817,0,0,1,0,76.68689599025271,25.59209870082901
2026-05-01,0,Queens,Astoria,value_explorers,multicultural_food,896,267.9917808219178,100.63504464285714,1.0056919642857143,11.400476483292689,100.0,69.80488871221893,77.52378424900219,0,0,1,0,78.71633019636009,28.339251908646673
2026-05-01,0,Queens,Bayside,value_explorers,multicultural_food,38,19.301369863013697,93.6842105263158,1.8347368421052632,10.784770528643884,86.20323057971945,63.85363702788595,34.68012107120165,0,0,1,0,63.35884548352418,21.19904322327261
2026-05-01,0,Queens,Briarwood,value_explorers,multicultural_food,55,26.298630136986304,89.61818181818182,1.3721818181818182,9.853311787651668,84.73716779189542,92.06802627379385,55.65213869624554,0,0,1,0,71.51868145573586,19.205145152293486
2026-05-01,0,Queens,Cambria Heights,value_explorers,multicultural_food,26,10.265753424657534,81.73076923076923,1.2661538461538462,10.869271131127393,78.5876650429368,74.29526627003695,40.40383439170049,0,0,1,0,64.03209181128462,22.49342583514533
2026-05-01,0,Queens,Corona,value_explorers,multicultural_food,64,42.81369863013698,59.171875,1.84984375,10.151853790289962,100.0,67.43467116521848,52.59484167850981,0,0,1,0,71.69571980660811,37.71260671607024
2026-05-01,0,Queens,Ditmars Steinway,value_explorers,multicultural_food,309,99.67397260273971,95.02912621359224,1.2070226537216828,11.557699356563187,100.0,77.30233839974338,68.95225905863192,0,0,1,0,78.69804368737904,26.638765344640273
2026-05-01,0,Queens,East Elmhurst,value_explorers,multicultural_food,185,85.9068493150685,81.18378378378378,4.458,10.57398104708949,100.0,80.01258784601814,58.625571306675745,0,0,1,0,75.94510813940065,54.00358096639332
2026-05-01,0,Queens,Elmhurst,value_explorers,multicultural_food,237,83.36986301369863,80.45991561181435,1.3455274261603376,13.713217511114774,96.12504501795821,74.28018710591218,66.06629838027807,0,0,1,0,78.85458474241689,25.946339208111475
2026-05-01,0,Queens,Far Rockaway,value_explorers,multicultural_food,27,11.178082191780822,112.4074074074074,1.0785185185185184,12.338867813662873,67.53613451632202,73.88531802940854,32.026592611080844,0,0,1,0,60.243613975889176,12.644518357764937
2026-05-01,0,Queens,Flushing,value_explorers,multicultural_food,424,193.33424657534246,88.05896226415095,1.9336084905660378,14.409655574534774,100.0,70.81433510807939,63.45878869615617,0,0,1,0,79.86669422901558,21.767020079934944
2026-05-01,0,Queens,Forest Hills,value_explorers,multicultural_food,142,48.586301369863016,100.45070422535211,1.0321830985915492,9.641261230168414,100.0,80.0492511460669,57.42731252814121,0,0,1,0,74.54688927255214,25.00631951751334
2026-05-01,0,Queens,Fresh Meadows,value_explorers,multicultural_food,32,12.095890410958905,99.5,2.646875,6.097604117513892,100.0,77.36599675848362,41.12416544591413,0,0,1,0,66.3200375877719,34.827747171159764
2026-05-01,0,Queens,Glendale,value_explorers,multicultural_food,54,21.78904109589041,90.79629629629629,1.8211111111111111,10.86161306559013,96.87355530890333,71.06319871651164,49.65726030073443,0,0,1,0,71.62685249355305,33.10663623508227
2026-05-01,0,Queens,Howard Beach,value_explorers,multicultural_food,20,11.424657534246576,115.4,2.0435,7.574626200871469,85.54064722941912,87.25645166491957,36.63532599273057,0,0,1,0,64.18586481291605,31.096852881436494
2026-05-01,0,Queens,Jackson Heights,value_explorers,multicultural_food,186,76.58082191780822,80.89784946236558,1.5767204301075268,9.89366072026954,100.0,77.62206350880132,63.112892844982056,0,0,1,0,75.5140671710936,34.565961378103594
2026-05-01,0,Queens,Jamaica,value_explorers,multicultural_food,230,118.30136986301369,91.8391304347826,2.6285217391304347,10.095573806389572,100.0,72.98166331013087,65.79109519726869,0,0,1,0,75.37401895946688,31.092390755886804
2026-05-01,0,Queens,Kew Gardens,value_explorers,multicultural_food,32,17.635616438356163,88.375,1.0975,12.593677256627803,76.45251292621253,85.75267826022622,36.89152683359644,0,0,1,0,67.02931711372368,16.123259583982765
2026-05-01,0,Queens,Kew Gardens Hills,value_explorers,multicultural_food,26,8.876712328767123,112.3076923076923,1.2396153846153848,5.783829621914745,75.6906038167012,78.55150418322926,38.945625292239946,0,0,1,0,57.22092425833269,18.790923399144003
2026-05-01,0,Queens,Long Island City,value_explorers,multicultural_food,535,172.5095890410959,121.86728971962617,1.1510280373831774,10.602037821549848,96.72945765181974,68.50188863881284,74.38460601323342,0,0,1,0,75.68515638548348,30.711290663819756
2026-05-01,0,Queens,Maspeth,value_explorers,multicultural_food,110,56.50958904109589,83.64545454545454,1.4680909090909091,11.962594844140252,94.91117283450328,78.94152098082698,65.52606502273528,0,0,1,0,77.06567124796392,25.524941192454236
2026-05-01,0,Queens,Middle Village,value_explorers,multicultural_food,31,17.920547945205477,109.58064516129032,1.6658064516129032,9.232291954163559,83.18142129620007,68.31207560973502,36.21373597479324,0,0,1,0,61.559024713280124,20.16847006837873
2026-05-01,0,Queens,Ozone Park,value_explorers,multicultural_food,62,26.13150684931507,85.2741935483871,1.485,10.823299045869822,90.76269829350056,76.979313442775,49.22607142780494,0,0,1,0,70.53714518417846,27.910142435254453
2026-05-01,0,Queens,Queens Village,value_explorers,multicultural_food,60,27.358904109589044,83.93333333333334,2.6839999999999997,12.84853168075237,100.0,71.34684781704001,54.191576460879006,0,0,1,0,76.16834945652427,34.55651594246435
2026-05-01,0,Queens,Rego Park,value_explorers,multicultural_food,106,38.789041095890404,83.87735849056604,1.3529245283018867,7.379681851462381,89.30750737773502,78.66646347095275,53.456680364206136,0,0,1,0,66.90685866356701,25.60125630115058
2026-05-01,0,Queens,Richmond Hill,value_explorers,multicultural_food,94,50.202739726027396,87.11702127659575,2.2843617021276597,7.362943786855527,100.0,86.55377685483316,54.974822687193004,0,0,1,0,72.50939964197464,33.39034164317919
2026-05-01,0,Queens,Ridgewood,value_explorers,multicultural_food,423,132.60821917808218,77.18439716312056,1.0178250591016549,4.975195085500313,85.3871555477244,74.21994561314067,65.15906901138018,0,0,1,0,63.980301223483096,29.149386769031747
2026-05-01,0,Queens,Rockaway Beach,value_explorers,multicultural_food,56,24.920547945205477,132.17857142857142,1.4269642857142857,14.993241326869985,80.32107424401647,69.87046974167616,47.32925488375067,0,0,1,0,70.29387256907862,29.989332683216418
